Text,Top1_Emotion,Top1_Probability,Top2_Emotion,Top2_Probability
"없어? 요즘 애들은 총명탕이니 뭐니 약을 많이 먹던데 내가 우리 명수만 안 먹이는 건가 싶어서, 미안해서.",3,0.8819244503974915,0,0.05050656571984291
제일 최근 버전 맞죠?,4,0.7749958634376526,5,0.18398569524288177
그래. 미쳤다. 니가 이렇게 만든거야. 나 물로 보지마.,2,0.6320520043373108,7,0.16754941642284393
뭐라고...? 아빠 진짜 왜 그래.,0,0.7114935517311096,6,0.09539783746004105
"아니, 니 놈이 도통 전화를 받아야지.",6,0.357392281293869,2,0.26713913679122925
"아유 잘먹었다. 이렇게 아무렇게나 한 끼 사 먹으면 되지, 맨날 뭘 해 달래 해 달라기는. 귀찮게.",4,0.3616240620613098,3,0.24078494310379028
저 인기 많아요.,5,0.9244084358215332,4,0.03968699648976326
엄마 저 악몽 꿨어요.,1,0.5321738123893738,0,0.2880803048610687
"어. 딱 낚아 채려는데, 바로 오더라고. 난 여자가 그렇게 금새 볼일보고 오는 거 처음 봐.",1,0.5533120036125183,0,0.211905837059021
나이도 나보다 어린게 반말을 찍찍 하면서… 진짜 죽이고 싶어.,2,0.6556950807571411,6,0.14527086913585663
미쳤네 미쳤어. 왜 그러냐 다들,3,0.5586913228034973,0,0.2746518552303314
" 진짜???! 누구야 누구야.  눈 높은 김은영 여왕님을 사로잡은 게! 와아, 언니 드디어 시집 가는거야??!",5,0.5326186418533325,1,0.37111103534698486
그럼 더 좋고.,4,0.734100878238678,5,0.20883165299892426
왜? 내가 너무 예뻐서?,1,0.7835570573806763,5,0.12227676808834076
"부장님 나오시면서, 그 안에 있는 물건 뭐 만지신 거 없죠?",0,0.6304308176040649,4,0.15041537582874298
 뭐야 이 짜식. 이제 아주 맛이 가버렸구만?,5,0.9215442538261414,4,0.03616662696003914
응. 있을껄?,1,0.6711837649345398,5,0.14316228032112122
당신이 진짜 빠릿빠릿 잘 움직인다니까.,5,0.9338715672492981,4,0.02618998847901821
죽이라면 아주 신물이 나고... 저번에 너랑 같이 먹었던 떡볶이 있잖냐. 지금 그게 너무 먹고 싶다.,3,0.5129272937774658,0,0.2533733546733856
아니 톡에서 영재엄마가 뭘 보냈는데 이걸 어떻게 열어야 되는 건지 모르겠네.,0,0.6607768535614014,3,0.12548503279685974
무슨 일이 있었어?,4,0.5456006526947021,1,0.29098618030548096
"언제 이혼할건데? 얘기 끝난지가 언젠데, 아직도 들킬까 말까 걱정하는거야?",0,0.7005223035812378,6,0.14515846967697144
네! 철수 님 글이 우수상으로 입상을 했어요,5,0.6652480959892273,4,0.2692621350288391
그니까 보자구.,4,0.941215991973877,5,0.01826205849647522
뮤직비디오.,4,0.9096691012382507,5,0.02393806166946888
시골 가면 뭐 해보고 싶어?,4,0.9312142729759216,5,0.03455500677227974
"마케팅팀 김재호 사원 있지? 아, 내가 다른 팀 사람들한테 이렇게 악감정을 가지고 싶지는 않은데 걘 진짜 좀 유별난 거 같애.",6,0.6075830459594727,2,0.16708767414093018
저번에 준 용돈은 다 어따 놨어?,4,0.5586504340171814,5,0.3141479194164276
엄마 말이 틀렸어? 그건 아니잖아!,2,0.5981140732765198,0,0.15355455875396729
어...있잖아요.. 선생님.	 짝꿍 다시 바꾸면 안돼요?,4,0.7972607016563416,0,0.14297877252101898
그렇긴 하지. 근데… 나는 꼬부랑말은 보기만 해도 미슥거려. 체질이 아닌가봐.,0,0.43815532326698303,6,0.32008346915245056
하여간 박여사 까다로워.,6,0.6632274985313416,2,0.1490163803100586
 아.. 다행이다 무슨 아저씬데? 왜 무서웠어?,0,0.57423996925354,1,0.27738630771636963
그럼 저 다시 들어가 볼게요. 제가 벌어서 드려야 하잖아요. 그쵸?,3,0.286605566740036,6,0.22716449201107025
아니 근데 이 정도로 다를 줄은 몰랐죠. 이 정도면 거의 사기 아니에요?,0,0.48106756806373596,2,0.22805188596248627
왠일이래? 맨날 할머니 이제는 이러면 안돼 저러면 안돼 잔소리만 하더니?,0,0.4934166967868805,1,0.36673587560653687
어휴. 낙장불입입니다.,4,0.8890683650970459,6,0.032366227358579636
이사는 그 쪽이 가야지!,6,0.5153095722198486,2,0.28894203901290894
그렇긴 하지만.. 그래도 그 때 봤을 때 엄청 쪼끄맸단 말이야. 걔는.,4,0.8652200698852539,5,0.03676333650946617
"유명해지는 거 싫다고!	 나는 모르는 사람들이, 내가 하는 걸 아는 거잖아!",6,0.49438586831092834,2,0.31046828627586365
"올 때, 또 빈 손으로들 오겠어? 다 돈 봉투 챙겨오지.",4,0.9206231832504272,3,0.021961772814393044
정말? 무슨 느낌이야?,1,0.7977556586265564,0,0.10476399213075638
강의실에서도 쓰지. 되게 좋아.,5,0.9328282475471497,4,0.026033544912934303
할머니 친구들이랑 무슨 맛집 모임 같은 거라도 해?,4,0.9295857548713684,5,0.02570309117436409
나 학원가는데.,4,0.9001493453979492,0,0.032419353723526
네…?,0,0.47014671564102173,1,0.40451952815055847
어 준성이. 잘 지냈어?,4,0.5754933953285217,5,0.3766385018825531
 어…제가 두고 온 것 같은데.,4,0.8736590147018433,0,0.05506956949830055
그건 왜요.,0,0.4651212692260742,4,0.3779039978981018
나도 진짜 당황스러웠어.. 내가 돈이 어디 있다고.. 처음에는 물티슈를 사라고 했던가? 나중에는 에어컨을 사라고 했다가.. 다 필요 없다고 하니까.. 생수를 사라고 하는거야..,0,0.7324133515357971,1,0.16711841523647308
아니..그런 뜻이 아니잖아.,0,0.4662947952747345,4,0.3168216645717621
 	아저씨 이거 떨어뜨리셨어요.,4,0.9108439087867737,0,0.04095671325922012
아.. 고생 하시네요.,3,0.8567252159118652,4,0.0602702759206295
죄송합니다. 그럼 다른 메뉴로 주문하시겠어요?,3,0.7806917428970337,4,0.11848435550928116
아 자꾸 부담 주지마. 가뜩이나 이번에 희준이는 붙고 나는 떨어져서 스트레슨데.,6,0.6382187604904175,2,0.11202158778905869
백구요? 백구 엄청 귀여웠는데…,3,0.6046102643013,0,0.18804211914539337
어떻게 안 좋은데? ,0,0.42351049184799194,4,0.4217275381088257
아니 그냥 좋았나 싶어서.,4,0.6125438213348389,3,0.16393083333969116
왜 그랬어. 지은이 때리면 안 된다고 했어 안 했어?,2,0.42212897539138794,0,0.22059866786003113
"하, 향초를 여자만 켜? 진짜 삼촌은 여러 모로 문제가 많다.",0,0.7228845953941345,6,0.10710956156253815
그래 두 개 사드리자. ㄴ기왕 사 드리는 거 각 한 대씩!!,5,0.8894713521003723,4,0.07563361525535583
너무 끔찍하다 진짜,6,0.41465845704078674,2,0.30474838614463806
미국 갔다가 돌아온지 얼마 안 되지 않아?,4,0.8915290236473083,0,0.03246697410941124
한 일 년 정도 됐고. 나이는 두 살 정도 어려.,4,0.9293367266654968,5,0.026325449347496033
합격? 어딜?,1,0.480359822511673,4,0.36252859234809875
"음.. 아, 그럼 다른데 가봐요. 우린 그렇게 못해. 코만 고친다고 두꺼비가 왕자 되겠어?",4,0.5014090538024902,3,0.2723691463470459
지금 3개월입니다.,4,0.9504216909408569,5,0.016689935699105263
"치, 괜히 아들 앞이라고 허풍치는 거지?",6,0.6977380514144897,2,0.09935912489891052
음…. 훈!,4,0.8574092388153076,0,0.05771632865071297
너는 공부하고 나는 못했잖아.,3,0.432412713766098,4,0.19643110036849976
우리 유치원 다니는 지훈이 있잖아.,4,0.9381762146949768,5,0.02816363051533699
그랬지...,4,0.9407950043678284,5,0.025891514495015144
잘 찍었다.,4,0.9093322157859802,5,0.03876936063170433
"양준혁이. 너, 이제부터 진짜 사실만 말해라.        왜 죽였어?",2,0.41908612847328186,4,0.13995221257209778
그렇게 먹고 싶어?,4,0.8894093036651611,0,0.04914569854736328
"예? 아니, 20대 후반 녀석이 뭔 돈이 있다고 사업을 하겠어요.        이럴 때 부모가 적극적으로 도와주고 그래야, 애가 제대로 시작을 하지.",3,0.5993878245353699,0,0.1734885573387146
너네 삼촌 근데 엄청 좋은 대학교 나오지 않았어?,4,0.8436240553855896,5,0.05517290532588959
딥페이크 영상기술 이래요.,4,0.8950528502464294,0,0.03539739176630974
그래? 그럼 오늘 먹어야겠다.,4,0.8383538722991943,5,0.11862115561962128
"그건 제일 인기 많은 제품이라 다 빠졌고요, 이쪽에 당근 느타리버섯 케이크랑 블루베리 브로콜리 케이크 있어요.",4,0.8260892033576965,5,0.14220088720321655
사람도 아니다. 사람도 아니야.,0,0.36996471881866455,2,0.24239271879196167
된장찌개..? 너 나 놀리는거지? 나 콩 알러지가 있어서 두부를 못 먹어,6,0.5532106161117554,2,0.23516178131103516
"근데 사귄 거 보면, 걔도 너가 마음에 들었나보다!",5,0.7552922964096069,1,0.10662982612848282
"에이 그래도 아버지 평생 한 번 뿐인 팔순인데 크게 해야죠.        아버지 좋아하는 트로트 가수도 부르고, 음식도 최고급으로 하고.",5,0.8134966492652893,4,0.07677317410707474
부모님한테는 이미 허락 받았지.,4,0.44210946559906006,5,0.4248092472553253
응! 나는 바다가 산보다 훨씬 더 좋아! 아… 빨리 다 같이 놀러가고 싶다!,5,0.9070766568183899,4,0.044041987508535385
그래요? 그럼 그냥 집에 있는거랑 해서 밥 먹을까요? 	집에 뭐 있어요?,4,0.9119599461555481,5,0.0545177087187767
아 그랬구나.  그래서 뭐 먹을래?,4,0.9447972178459167,5,0.02821345441043377
또 뭔소리 하려고 그래.,0,0.6769534349441528,6,0.1555665135383606
"아구, 니들도 고생이 많다.",3,0.908154308795929,4,0.01714964397251606
그럼 일단 공부 해놔.        대학 나오면 선택의 폭이 넓어지잖아. 벽돌을 바를 수도 있고.        교수가 될 수도 있고. 그래서 대학 나오라고 하는거야 어른들이.        아직 뭘 하고 싶은지 니가 잘 모르니까.,4,0.6720641851425171,5,0.2417851984500885
"응, 내가 거기 앉아서 내가 커피 한 잔 하고 있었거든. 근데 김모모가 들어와서 커피 주문하더라고. 처음엔 연예인인지 몰랐는데, 하, 진짜 멋있더라.",5,0.5709730982780457,1,0.3058767020702362
 좋으니까 만나지.,5,0.859841525554657,4,0.10082156211137772
푼 돈이다 푼 돈. 나 그거 안 받아도 산다.,5,0.7726183533668518,3,0.08279222249984741
"나는, 바닥부터 경력을 쌓아서,  경험도 자본도 인맥도 부족하지 않은,	 아주 탄탄한 지반 위에서 차릴 거야. 	 그래서 소속 아티스트들에게 정말, 어디서도 꿀리지 않는	 환경을 제공해줄 거야.  오로지 공연과 연습에만 집중할 수 있는! 그런 환경!",5,0.4854871332645416,4,0.4459603428840637
그래. 아빠같은 남편 만나면 그게 행운이고 행복이지.,5,0.9138086438179016,4,0.0483197346329689
내가 너. 모르는 친구가 어딨어? 요 근래 갑자기 친해진 친구야?,1,0.7916170358657837,0,0.13625827431678772
눈이 안뵈어.,0,0.4868587851524353,3,0.2867121398448944
 이리 와봐.,4,0.938635528087616,0,0.016276083886623383
 어제 날씨 뭐였지?,4,0.9271202087402344,0,0.023610373958945274
"너 바다낚시 한 번 다녀오면, 다음 번엔 니가 먼저 가자고 조를 걸.",4,0.8487540483474731,5,0.09987212717533112
와… 진짜 감사합니다. 고모 입에서 맞는 말도 나오고.. 제가 외탁해서 얼마나 다행인지 모르겠어요. 감~사합니다.,5,0.9155128598213196,3,0.02533854730427265
니가 쌤한테 나 일렀냐?,2,0.6872079968452454,7,0.10926800221204758
오오올~~~~~,4,0.8073596954345703,5,0.10962282866239548
아직 안정했지. 왜? 어디 가고싶은곳이 있어? 그럼 내가 얘기해볼게.,4,0.8499618172645569,5,0.10432781279087067
하여튼 이제 나한테 언니라고 불러. 니가 영어 나이로 나보다 한 살 어리니까.,4,0.5415689945220947,2,0.11542290449142456
 헐. 뿌러졌다.,1,0.9038715958595276,0,0.029192205518484116
응.. 말해봐.,4,0.947737455368042,0,0.01802261546254158
내가 모르는 친구? 내가 모르는 친구 누군데? 이제부터 알면 되지.,4,0.9038121700286865,0,0.05123509466648102
넌 유비디오 알아?,4,0.9238242506980896,0,0.031808774918317795
미안해요. 다음부터는 확인 할게요.,3,0.9038105010986328,4,0.027613969519734383
"장난치지말고! 에이… 아프다길래, 당연히 못할 줄 알고 농담한 건데.",3,0.8146976232528687,0,0.09384021908044815
"아… 지금 노트북이 문제가 아니라고! 이번달 내내 작업한 파일이 저장되어 있는데. 그거 통째로 날리게 생겼잖아. 나 이거 기한 못 맞추면, 회사에서 짤릴지도 몰라! 나 짤리면, 엄마가 책임 질 거야?!",2,0.6439016461372375,6,0.15327665209770203
성적에 민감할 때긴 하죠.. 이번 성적 따라서 결정되는 게 워낙 많으니까.,4,0.5209854245185852,0,0.20984239876270294
응... 저번에 형이 그릇을 깼거든.,4,0.9481576085090637,5,0.019529378041625023
그러게요. 전국적으로 놀자판이길 바래야죠 뭐. ,6,0.47617751359939575,3,0.2563064396381378
죄송해요. 근데 선생님한테 급하게 물어볼 게 있어서요.,3,0.8680710196495056,4,0.05152139067649841
이거 봐. 너도 불안하지? 그니까 안돼!,6,0.6343702673912048,0,0.11622092872858047
응... 차를 덜컥 현금으로 사놓고.. 카센터에 가서 정비 하는데.. 차 의자를 빼고 보니까.. 그 밑에 흙으로 가득 했다는거야…,0,0.7157360911369324,1,0.1757201999425888
"그래. 진우 엄마도 끝까지, 자기가 아니라고 우기고 그랬지.",4,0.7697802782058716,3,0.11057251691818237
그래? 너는 친구들이랑 다 잘 지내는거야?,4,0.9211235046386719,5,0.03873055428266525
"아니요, 잘 그리는 건 아니고. 그냥.",4,0.9253126978874207,5,0.03342759981751442
아니야 아직 그럴 사이는 아니야.,4,0.9266480803489685,5,0.028433626517653465
네… 아니요. 곧 남자친구 오는데요?,0,0.5250006914138794,1,0.24146634340286255
여덟 시까지니까.. 여기서 일곱 시에는 떠나야 하거든.,4,0.7723410725593567,3,0.10358766466379166
너 아빠 우습게 본다? 아빠가 어릴때는 얼마나 입담도 좋고 친구들이 나를 얼마나 좋아했다고!,2,0.4875415563583374,1,0.1572807878255844
처음엔 원래 다 어려워요. 그냥 우리 연습했던 대로만 하면 돼요.,4,0.8758881688117981,5,0.06567491590976715
그게 누구 때문 인거 같아?,4,0.8131774067878723,0,0.12926292419433594
소신지원이라니 무슨 말이야. 너도 꼭 붙을 거야. 걱정 마.,4,0.8427901268005371,0,0.06871116161346436
밖에 경찰차들이 저렇게 많은데 어떻게 모르는 척을 해.,0,0.8010294437408447,1,0.05987393110990524
"조금 지나면 너도 알게 될거야 재민아. 	 난 백해 무해한 일개 사생에 불과해. 	 나 설화 오빠들이랑, 동방명주 오빠들이랑도 이러다가 친해졌어. ",5,0.5922220349311829,4,0.3580610454082489
그건 그렇죠.  저희 혜수도 이제 고1인데.,3,0.5807574987411499,4,0.25610366463661194
우리 집에 너 말고 게임기 훔쳐갈 사람이 누가 있냐?,0,0.639089047908783,2,0.13778163492679596
맞아.. 이렇게 살에 집착하는거 너무 기형적인거 같아,0,0.47092053294181824,4,0.23283475637435913
"딱히? 아, 한식 말고. 한식은 안 먹고 싶어.",4,0.6921798586845398,6,0.12206052243709564
"어, 나도 이번에 성경캠프 같이 가기로 했어.",4,0.920885443687439,5,0.048937004059553146
안돼. 어른 돼야 마실 수 있어 술은.,4,0.8278698325157166,6,0.07160858809947968
혹시 칫솔 있는 사람.,4,0.9466747641563416,0,0.019571345299482346
선도부 애들 번호가 뭔데.,4,0.8731480240821838,0,0.084104984998703
배고파 일어나. 뭐 시켜 먹어야 돼. 엄빠 나갔어. 뭐 먹을래.,6,0.37083500623703003,3,0.20766469836235046
정말이요? 진짜 안 가시는거죠?,1,0.6341495513916016,0,0.293687641620636
쳇. 그래라.,6,0.5534175038337708,3,0.14851297438144684
그거야….,4,0.9047622084617615,0,0.05466008186340332
그럼… 나는 언제 행복해질 수 있어?,3,0.41573113203048706,0,0.3974571228027344
휴.. 진짜… 입시 제도가 문제라니까. 아무리 시험을 만들어 놓으면 뭘 해? 학원으로 쪼르르 달려가버리는걸..,3,0.3268379867076874,6,0.3104507327079773
딴 게 뭐가 있는데. 니가 요리 할거야?,4,0.9069370627403259,5,0.06333554536104202
나무로 된 계산기가 있어? 우와 신기해.,1,0.8977761268615723,0,0.035065025091171265
그 기업이 너랑 컨택하고 싶어 하더라고.,4,0.9329270124435425,5,0.03538088500499725
…... 그야…. 안 갔지.,4,0.637173593044281,0,0.25600481033325195
알았어요. 그럼 잠깐 안 됐나보지. 이제 에어컨 틀었으니까 가서 누워계셔요.,4,0.813249409198761,6,0.07417727261781693
에그그. 내가 그렇게 큰 돈이 어디있어.,1,0.5272996425628662,0,0.32280680537223816
엄마 화장품이랑 갈아 입을 옷 같은 거 있지?,4,0.9008135199546814,5,0.06074387952685356
나 지금 초콜렛 먹을래~~~,6,0.3632727861404419,4,0.20738078653812408
아니.. 사실 희동이가 그동안 자기는 아빠보다 삼촌 닮았다고 그랬었거든.,4,0.6142126321792603,0,0.22394514083862305
아 뭔 소리야.,0,0.7500278353691101,1,0.09189897775650024
어 안녕 나는 23기 최강준이다 반가워,5,0.9200971126556396,4,0.04527067020535469
응. 왜 먹고 싶어?,4,0.9290303587913513,5,0.02507379651069641
잘 못 들으신거겠죠.,4,0.8985753655433655,0,0.040777623653411865
 아니라니까요?	 저 누나 있는지 며칠.. 됐는데?,0,0.5863274335861206,2,0.16032689809799194
안쓰럽긴 한데.. 그래도 연휴에 이런 문자는 안 보냈으면 좋겠어.,6,0.33272770047187805,0,0.2718944251537323
그래도 내가 한 번 말해 볼게.,4,0.9344093799591064,0,0.017429500818252563
네 제가 미팅이 있다고 하니까 그냥 들여보내주시더라구요,4,0.892099142074585,5,0.049362871795892715
이름 뭔데. 할머니가 요 앞에 수입 과자 파는 데 가서 물어볼게.,4,0.9333614110946655,0,0.03337309882044792
스트레스가 만병의 근원이다. 다른 취미 활동을 하거나 해서 건강하게 스트레스를 해소할 줄 알아야지.,4,0.4468899965286255,3,0.4391748607158661
 음 그래. 꼭 말씀드려?,4,0.9297986626625061,0,0.034172121435403824
"아니 나는 맛있다니까? 내가 내 돈주고 사오는 건데, 너는 내가 무슨 음식 좋아하는지 한번 생각해 본 적 있어? 중학생이나 돼서 그렇게 엄마 마음을 못 헤아려?",0,0.3184824287891388,3,0.2101319134235382
먹고 난리나면 책임 질 거야?,0,0.7285926342010498,6,0.06746909767389297
"이런 일이 생겼으면, 좋게 좋게 넘어갈 생각을 해야지. 어른스럽지 못하게...",3,0.5029917359352112,0,0.21235240995883942
오… 니 행동력이 친가 쪽에서 왔나 보다. 근데 왜? 내용이 별로야?,0,0.6611989140510559,1,0.22357937693595886
그냥… 귀찮잖아.,6,0.6934323906898499,0,0.07507755607366562
"딱 뒤돌아 보시더니, 너무 잘하신다고. 자기가 집중해서 들었는데, 너무 대단하시다고 막 칭찬을 해주시더라니까.",5,0.9016978740692139,4,0.045474715530872345
할머니 그 백화점 문화센터 엄청 열심히 다니네? 재밌어?,5,0.8950848579406738,4,0.04437527060508728
누나한테 말 그렇게 하면 안 된다고 했어 안 했어?,2,0.4744550883769989,6,0.1951315701007843
사람의 일이란 그냥 노력한대로 된다 이 말이야.,4,0.9431132078170776,5,0.021672971546649933
싸우긴 뭘 싸워 우리가~,2,0.4551231563091278,6,0.34912770986557007
아니 어젯밤에 우리 건물에서 6층인가? 창문이 두 개나 깨졌대,0,0.696923017501831,1,0.1678156554698944
그래도. 한 시간 반은 걸리지 않아?,4,0.8118958473205566,0,0.08271968364715576
"저녁, 육개장 어때?",4,0.8846347332000732,5,0.0822661742568016
할아버지 이건 유치원생들이나 가지고 노는 거에요.,6,0.2941947281360626,0,0.28686580061912537
아까 그 애기 너무 귀엽지. 볼이 빵빵해가지고.,5,0.9419082999229431,4,0.013789349235594273
"오, 나한테 선택권을 주는거야?",1,0.8228960633277893,5,0.10025044530630112
"그런게 어딨어. 그냥, 난 원래 의심이 많어.",0,0.4743562936782837,6,0.3111628592014313
무슨 쉰소리야. 너 같은 말단이 무슨 형량을 결정해. 예끼!,2,0.4916580021381378,6,0.2967248857021332
그렇게 많이 하는 줄 몰랐네.,0,0.3079723119735718,4,0.2710995376110077
예은이랑 어제 홍대 가서 영화 보고 파스타 먹으러 갔거든?,4,0.8137308359146118,5,0.14102686941623688
 그럼 두 시간이나 늦게 돼요.,4,0.8085352182388306,0,0.06982313841581345
"아 봤는데, 저는 전국 3대 순댓국 이런 건 줄 알았어요.",1,0.45665356516838074,0,0.2653605341911316
치매..? 갑자기 왜 그런 소리를 해? 누가 얘기한 말이야?,1,0.4969218373298645,0,0.4283929169178009
그렇게 말해주니까 고맙다 정말.,5,0.9323268532752991,4,0.014119092375040054
어떻게 영화를 보는 걸 싫어하니? 우리 때는 몰래 학교 안가고 영화 보러 가는게 최고의 일탈이었는데.,1,0.8416313529014587,5,0.07402867823839188
그냥 뿌려봤어.,4,0.945439875125885,0,0.020244963467121124
"그거랑 무슨 상관이야. 내가 가고 싶은 과 가서        내가 하고 싶은 공부 하는 게 중요한거지. 갑자기, 근데 그런 건 왜 물어봐?",0,0.6509000062942505,4,0.21678782999515533
"아, 그럼 작년 모임때 같이 왔던 사람이구나.",4,0.9348524808883667,5,0.036517273634672165
너가 한번 봐봐.,4,0.9456098675727844,0,0.017045706510543823
오 초대박이다.,5,0.8559629321098328,1,0.08339457213878632
나는 아빠가 더 신기해… 흠.. 그냥 다음에 냉면 맛집 가서 맛있게 먹고 오늘은 집에서 찌개 끓여먹자.,4,0.733439564704895,5,0.22388625144958496
엄마! 요즘은 내 친구들 다 흰 양말만 신는데 나만 이상한 초록색 주황색 양말 신기 싫어. 애들이 놀린단 말이야.,6,0.6155839562416077,2,0.19339396059513092
보자보자. 니 말대로 다른 사람하고 엘리베이터를 같이 탔네.,4,0.8020398020744324,6,0.058110110461711884
내가 다음 회의 때 건의해볼게..,4,0.9268288016319275,5,0.023755382746458054
"서영아, 물 좀 가져와봐.",4,0.9515793919563293,5,0.018753377720713615
학생 아니에요? 하루 종일 렌즈 끼려면 뻑뻑할텐데.,0,0.48549240827560425,6,0.32870998978614807
"너네도 그때 뭐냐, 헐? 짱? 한창 이러고 다녀놓고 뭘 걱정이야.	 다 느낌상 알아 먹게 돼 있드라.",4,0.730682909488678,5,0.1426846981048584
내 주변에도 이혼한 사람 많아~ 괜찮아.,4,0.7351428866386414,5,0.15392754971981049
그래. 내가 전화할게.,4,0.9332045912742615,5,0.03512920066714287
멋있어요. 그럼 할아버지 인기도 많았겠네요?,5,0.9206714630126953,1,0.02890818566083908
갠 왔음 인사를 해야지. 온 지도 몰랐네.,4,0.5773608684539795,3,0.18766556680202484
분명히 멀쩡했는데 내가 살다가 고장났으니까 내 잘못이라는거야.,0,0.3844335675239563,2,0.189777672290802
"아닌데? 야, 그리고 자꾸 말 걸지 마.",6,0.5232033133506775,2,0.2539788782596588
"아이, 왜 말을 하다가 말아. 	내가 엄마가 누구랑 연락하는지 알아볼까?",0,0.8005870580673218,4,0.05853411555290222
"아닌데? 안 갖다 줄건데?         난 이모 건강이 걱정돼서, 못 가져다 주겠어. 	 이모는 건강을 위해서라도 움직여야 돼.",0,0.4564090371131897,3,0.33923327922821045
다 해결해 줄거야?,4,0.8742968440055847,5,0.07889511436223984
 나? 톡하는데?,4,0.9179224967956543,0,0.02971215918660164
에이. 양보단 질이지. 너는 스펙이 좋잖아.,4,0.5188882946968079,6,0.13856101036071777
"이백 만원이요. 진짜.. 잠깐만 쓰고 금방 갚을게요. 저 일한 거 돈, 다다음주에 들어오거든요.",5,0.9018012881278992,4,0.04283106327056885
"됐어. 남은 유산이라도 물려받고 싶으면, 그만 얘기해.",6,0.3753740191459656,4,0.22160042822360992
"서연아, 이리 와 앉아 봐.",4,0.8996908068656921,0,0.050799913704395294
들었는데. 너도 알다시피 재하가 요즘 힘든 시기를 겪고 있잖아.        둘이 예전에 친했었으니까 니가 좀 도와줬으면 좋겠어서.,3,0.783319890499115,4,0.12390605360269547
와… 너무 비싼 거 아니야? 그럼 이거 한 권 그려주는데 거의 오만원도 넘는 거잖아. 이거 백장 넘는 건데.,0,0.7121216058731079,1,0.1399470418691635
"네. 저 앞으로 영어단어도 잘 외우고, 숙제도 꼬박꼬박 잘 해올게요.",5,0.7074779272079468,4,0.23551523685455322
….어…쌤 ….제가요.,4,0.8397778272628784,0,0.110246941447258
나는 차 없잖아.,3,0.5939611792564392,4,0.19779692590236664
맞아… 머리 나빠지면 안되는데…,0,0.6100513339042664,3,0.24108216166496277
그럼 적당히 거절을 하고 그래야지! 그걸 주는 족족 다 먹냐?,2,0.4734850525856018,6,0.32446950674057007
아 미안해. 좀 둬 내가 할게.,3,0.8993479609489441,4,0.028930259868502617
그래. 해마반. 약속.,4,0.9016630053520203,5,0.06741663068532944
아씨 무서워서 여기 못 있을 거 같애.,0,0.554912269115448,6,0.18216226994991302
네! 그럽시다!,4,0.7268835306167603,5,0.2329508662223816
네. 다이어트 중이라서 그래요.,4,0.9045559167861938,5,0.06220429390668869
네. 맡아놨잖아요. 그래서 책 두고 갔다온거잖아요.,4,0.9348611235618591,5,0.024818357080221176
할머니 요즘에 삼십대 중반에 결혼하는거면 	늦은 거 아니에요.,4,0.6818451285362244,3,0.17567244172096252
애들이 누가 그랬는지까지는… 안 알려주더라구요…,0,0.3252048194408417,3,0.2764661908149719
애들 전공은 어떻게 돼?,4,0.946649432182312,5,0.017538804560899734
"어 그래, 반장. 어서와. 음료수 좀 줄까?",4,0.9299163222312927,5,0.03974271938204765
"그럼, 오늘 4만원?  하루 일당치고 괜찮네.",5,0.8374705910682678,1,0.09236306697130203
그렇게 특이하진 않았고. 러시아어. 	아무래도 영어보다 조금 생소하긴 하니깐.,4,0.7287685871124268,0,0.17756633460521698
어 나 완전 좋았어.,5,0.8488576412200928,4,0.09742293506860733
"엄마, 할 말 있다?",4,0.870201826095581,5,0.09517785906791687
어 알아서 해.,4,0.937439501285553,0,0.027233758941292763
할아버지 요즘도 밭에 나가세요?,4,0.6739698052406311,0,0.17327368259429932
너네 할머니 어디 사시는데?,4,0.9376065135002136,5,0.020964324474334717
네 알겠습니다. 조금만 기다리세요.,4,0.8805915713310242,3,0.047673579305410385
제가 다음에 좋은 와인 하나 선물드릴게요.,5,0.7377212643623352,4,0.2195962518453598
얼른 니 엄마 따라 갈란다.,4,0.829597532749176,5,0.0968792736530304
요즘은 그걸 여행으로 간다구요! 	 아빠 잘도 모르면서!	 안 빌려주실 거면 됐어요! 제가 알아서 갔다 올테니까 뭐라고 하지 마세요!	,2,0.6076800227165222,6,0.20242950320243835
뭐래?,4,0.7648679614067078,0,0.1617853045463562
 아후…,6,0.701076090335846,7,0.0790015161037445
아무리 그래도 몇시야 지금 대체.,6,0.6903226971626282,2,0.10580326616764069
"그래, 아무튼 알았어. 너무 무리하지 말고. 시험 잘 봐라!",4,0.7792209386825562,5,0.15850049257278442
응. 엄마랑 아빠가 번갈아 하는데. 형이랑 나는 못 하게 해.,4,0.4393054246902466,3,0.27114415168762207
 그래? 학교에서 새로 배우기는 싫고?,0,0.35532107949256897,6,0.2664152681827545
뭐지?  아! 그 흐느끼는 소리 들린다고 했었던 거?,1,0.5088450312614441,0,0.3670153021812439
나야 뭐... 완벽하진 않아도 행복하게 지내려고 노력해.,4,0.8337154984474182,5,0.08587341755628586
 저도 왜 비슷한 답안이 나왔는지 정말 모르겠습니다,3,0.4288804829120636,0,0.251373827457428
그 lte 라는게 4g 를 뜻하는거야.,4,0.9366729855537415,5,0.020453618839383125
밖에 오래 꺼내놨어? 	상한 것 같은데.,0,0.6903960704803467,1,0.1322016716003418
복숭아 그거 맛도 없고 떫기만 하더라. 못먹고 다 똘이 줬어.,3,0.5397639870643616,6,0.13013339042663574
걔가 원래 위계질서 빡쎈 걸 좀 힘들어 하긴 했었지.,6,0.46379318833351135,3,0.2502965033054352
